,host,count
4642,ir12.asij.ac.jp,1
4643,ip129.fhu.primenet.com,1
4644,p16.haifa2.actcom.co.il,1
4645,nb-dyna130.interaccess.com,1
4646,voss.ae.eng.auburn.edu,1
4647,ens208.ens.gu.edu.au,1
4648,slip-199-234-232-53.voicenet.com,1
4649,cybernaut.reg.uci.edu,1
4650,144.58.41.77,1
4651,17.255.8.178,1
4652,194.20.159.25,1
4653,gator01.iit.edu,1
4654,slpp-53.fmmo.ca,1
4655,192.36.37.204,1
4656,p-der.dr.dk,1
4657,three182.remote.mun.ca,1
4658,143.106.30.8,1
4659,ppp4.hexonx.com,1
4660,128.115.172.183,1
4661,lsereda.remote.ualberta.ca,1
4662,jake.prz.tu-berlin.de,1
4663,pppd062.compuserve.com,1
4664,client-71-50.online.apple.com,1
4665,uchpc71.ch.umist.ac.uk,1
4666,ix-oly-wa1-12.ix.netcom.com,1
4667,p003.remote.compusult.nf.ca,1
4668,csbtsc01.dcrt.nih.gov,1
4669,pccs1-pc.houston.wireline.slb.com,1
4670,204.5.177.38,1
4671,livmail.livingston.edu,1
4672,147.74.111.22,1
4673,fukui107.infosphere.or.jp,1
4674,139.169.64.198,1
4675,remote1-p2.ume.maine.edu,1
4676,z013.euronet.nl,1
4677,131.116.89.198,1
4678,ppp19.mis.net,1
4679,amblecot.interlog.com,1
4680,134.241.118.61,1
4681,204.96.200.157,1
4682,slip222.hk.super.net,1
4683,198.94.6.13,1
4684,134.102.96.171,1
4685,indyvax.iupui.edu,1
4686,utto103.to.utwente.nl,1
4687,142.92.33.105,1
4688,nb1ppp4.dukepower.com,1
4689,ppp64214.chch.planet.org.nz,1
4690,204.107.78.117,1
4691,raf5.iiic.ethz.ch,1
4692,blisun1.unizh.ch,1
4693,130.15.1.183,1
4694,slip3.edvz.uni-linz.ac.at,1
4695,bs10.dial.thing.ch,1
4696,cairns.cdt-bnp.iway.fr,1
4697,young.bus.sfu.ca,1
4698,166.37.42.36,1
4699,199.249.128.203,1
4700,louisma.hip.cam.org,1
4701,ix-bos6-07.ix.netcom.com,1
4702,193.129.160.74,1
4703,147.161.1.15,1
4704,205.184.195.45,1
4705,grhorne.demon.co.uk,1
4706,192.197.9.68,1
4707,194.166.2.55,1
4708,p017.remote.compusult.nf.ca,1
4709,192.127.21.153,1
4710,204.213.64.21,1
4711,194.17.254.102,1
4712,ppp-nyc-5-9.ios.com,1
4713,cc9.uu.net,1
4714,wstevens.illuminet.net,1
4715,krysia.uni.lodz.pl,1
4716,mms06.ms.ornl.gov,1
4717,hou20.onramp.net,1
4718,simd.ttu.edu,1
4719,134.124.181.46,1
4720,astro.uwaterloo.ca,1
4721,danclark.gsfc.nasa.gov,1
4722,128.135.12.62,1
4723,f181-033.net.wisc.edu,1
4724,flute.vancouver.wsu.edu,1
4725,ix-lap-ca1-13.ix.netcom.com,1
4726,ix-nyc11-12.ix.netcom.com,1
4727,mcs104-mac-64266.cc.umr.edu,1
4728,141.211.224.234,1
4729,168.143.2.58,1
4730,slmel2p05.ozemail.com.au,1
4731,192.187.157.162,1
4732,osk0163.bekkoame.or.jp,1
4733,annex-p2.sci.dixie.edu,1
4734,scws23.harvard.edu,1
4735,ix-nyc13-27.ix.netcom.com,1
4736,stevew.slip.vuw.ac.nz,1
4737,line54.ppp.lrz-muenchen.de,1
4738,lub07.onramp.net,1
4739,193.129.163.125,1
4740,ix-pl1-13.ix.netcom.com,1
4741,198.64.7.230,1
4742,slip20.netis.com,1
4743,rothko.ucsf.edu,1
4744,134.87.19.176,1
4745,lulitzoff.cd.chalmers.se,1
4746,147.6.14.173,1
4747,198.6.201.48,1
4748,ws41.alb.uc.usbr.gov,1
4749,mln.lib.ma.us,1
4750,condor.dpi.udec.cl,1
4751,slip138.inhouse.compuserve.com,1
4752,mct-gw.skypoint.net,1
4753,bmls.cc.andrews.edu,1
4754,199.60.99.196,1
4755,198.209.77.201,1
4756,200.16.5.81,1
4757,131.182.120.166,1
4758,sliplv7.enet.net,1
4759,spri18-a100060.levels.unisa.edu.au,1
4760,140.229.145.90,1
4761,ppp4.interoz.com,1
4762,entmmac2-7.entm.purdue.edu,1
4763,ts4-14.westwood.ts.ucla.edu,1
4764,vrpc2.uccb.ns.ca,1
4765,pirates.armstrong.edu,1
4766,193.131.0.12,1
4767,193.40.164.86,1
4768,130.182.191.77,1
4769,op1.sbac.edu,1
4770,skipjack.bluecrab.org,1
4771,139.169.85.72,1
4772,athome.pp.fi,1
4773,c2memanu.dialup.francenet.fr,1
4774,192.244.177.242,1
4775,dial-4.r2.nclxtn.sunbelt.net,1
4776,147.51.100.58,1
4777,129.186.77.20,1
4778,krokodil.demon.co.uk,1
4779,remote1-p22.ume.maine.edu,1
4780,ottawa-ts-09.nstn.ca,1
4781,hades.itl.net,1
4782,rccsun.ait.ac.th,1
4783,subsrv.mt.tama.hosei.ac.jp,1
4784,ad03-062.compuserve.com,1
4785,elron.fast.net,1
4786,170.110.200.113,1
4787,204.50.18.117,1
4788,128.248.197.202,1
4789,nimsb41.nimr.mrc.ac.uk,1
4790,ntsa10.infochan.com,1
4791,e1s79.syd.enternet.com.au,1
4792,slip37-158.il.us.ibm.net,1
4793,153.19.55.69,1
4794,204.94.96.213,1
4795,unknown-143-57.verity.com,1
4796,p6mac3.lanl.gov,1
4797,158.240.5.27,1
4798,132.205.18.3,1
4799,sudial-78.syr.edu,1
4800,remote2-p13.ume.maine.edu,1
4801,ix-ric-va1-24.ix.netcom.com,1
4802,is.ssd.k12.wa.us,1
4803,public.sta.net.cn,1
4804,ts34p3.netvision.net.il,1
4805,port31.iprolink.ch,1
4806,198.154.19.131,1
4807,133.6.140.166,1
4808,140.140.27.26,1
4809,sec13.wharton.upenn.edu,1
4810,tsip04.ionet.net,1
4811,164.47.195.15,1
4812,bio-dpt22.stanford.edu,1
4813,144.163.249.243,1
4814,rdenham.premier.net,1
4815,pm4-06.magicnet.net,1
4816,slip-48-2.ots.utexas.edu,1
4817,dialup-112.fyv.intellinet.com,1
4818,192.231.221.146,1
4819,163.205.23.154,1
4820,volmi31.vol.it,1
4821,mactan_138.dfci.harvard.edu,1
4822,205.208.30.101,1
4823,194.166.2.48,1
4824,ppp16.francenet.fr,1
4825,chi066.wwa.com,1
4826,hrrrg.lbl.gov,1
4827,berkeley.execpc.com,1
4828,mantaray.itlabs.umn.edu,1
4829,sutna026.ed.noda.sut.ac.jp,1
4830,ip-pdx3-27.teleport.com,1
4831,gatekeeper.panbio.com,1
4832,139.169.174.85,1
4833,async32.async.duke.edu,1
4834,e3m14.mel.enternet.com.au,1
4835,199.174.128.15,1
4836,sys1013106.orl.mmc.com,1
4837,ppp-66-3.dialup.winternet.com,1
4838,engrol09.eng.umd.edu,1
4839,202.44.146.52,1
4840,ara1-2.njc.org,1
4841,128.159.128.27,1
4842,arno.ei.jrc.it,1
4843,cfaexite2.harvard.edu,1
4844,pm1a25.sover.net,1
4845,129.194.83.48,1
4846,204.209.112.159,1
4847,280-4l-mac17a.wdl.loral.com,1
4848,pm2-04.magicnet.net,1
4849,129.130.178.86,1
4850,130.149.2.64,1
4851,cortex.core.ucl.ac.be,1
4852,167.76.159.11,1
4853,204.176.42.12,1
4854,205.242.24.58,1
4855,holmes.im.uec.ac.jp,1
4856,159.153.116.134,1
4857,134.68.142.16,1
4858,199.101.8.172,1
4859,204.120.81.239,1
4860,129.37.3.47,1
4861,tropecol.umsl.edu,1
4862,blv-pm0-ip19.halcyon.com,1
4863,shava.uoregon.edu,1
4864,zettl-1.berkeley.edu,1
4865,204.184.206.3,1
4866,svd9409.avh.unit.no,1
4867,p10.t0.rio.com,1
4868,slb111.cc.nps.navy.mil,1
4869,mabbott.pr.mcs.net,1
4870,204.119.24.54,1
4871,pccdga.ccu.aber.ac.uk,1
4872,192.107.101.211,1
4873,cs2-13.all.ptd.net,1
4874,147.96.10.21,1
4875,193.204.225.26,1
4876,38.12.1.191,1
4877,dorado.gsfc.nasa.gov,1
4878,204.248.92.26,1
4879,slip6.restena.lu,1
4880,ip040114.iac.net,1
4881,192.220.200.116,1
4882,rascasse.ipl.fr,1
4883,dyn2-049.cc.umanitoba.ca,1
4884,slipper116162.iaccess.za,1
4885,198.70.147.214,1
4886,u09-p14.dialin.csus.edu,1
4887,dialin33684.slip.nts.uci.edu,1
4888,194.20.32.193,1
4889,saturn.tcs-inc.com,1
4890,198.161.120.24,1
4891,via-annex4-12.cl.msu.edu,1
4892,147.120.140.10,1
4893,204.177.236.104,1
4894,cesdis19.gsfc.nasa.gov,1
4895,203.12.138.20,1
4896,hobart.hip.cam.org,1
4897,treble.clarinet.com,1
4898,bpotts.traveller.com,1
4899,155.69.4.55,1
4900,nifty.nai.net,1
4901,pc2254.princeton.edu,1
4902,xs1.xs4all.nl,1
4903,tlh28.supernet.net,1
4904,slip5.fwb.gulf.net,1
4905,155.238.40.53,1
4906,193.10.209.200,1
4907,204.191.205.18,1
4908,198.154.21.76,1
4909,137.219.156.137,1
4910,204.248.201.35,1
4911,ss.knaes.affrc.go.jp,1
4912,199.182.128.52,1
4913,129.238.20.30,1
4914,muns03.howpubs.com,1
4915,198.96.84.2,1
4916,131.170.58.93,1
4917,202.44.200.1,1
4918,x007074.mmm.com,1
4919,pcschmieder.dofn.de,1
4920,ir-a1b-1.sheridanc.on.ca,1
4921,199.234.151.191.du.nauticom.net,1
4922,200.246.230.58,1
4923,sbd0101.deltanet.com,1
4924,dath.redcom.ru,1
4925,procyonw.demon.co.uk,1
4926,ix-wc1-01.ix.netcom.com,1
4927,204.253.27.66,1
4928,148.126.19.91,1
4929,205.218.122.51,1
4930,dyna-31.bart.nl,1
4931,bronco.is.csupomona.edu,1
4932,manzanita-1-kfps-2-dynamic-234.stanford.edu,1
4933,193.63.83.34,1
4934,bmg131.cmc.uab.edu,1
4935,lucky150.acns.nwu.edu,1
4936,pirate.ahoynet.com,1
4937,s43.phxslip4.indirect.com,1
4938,194.72.68.103,1
4939,198.215.32.249,1
4940,miafl2-36.gate.net,1
4941,elvis.vnet.net,1
4942,156.39.140.136,1
4943,ssu-3en79.sonoma.edu,1
4944,charon.mdn.com,1
4945,158.186.41.8,1
4946,dialin-18.wustl.edu,1
4947,ip0.techline.com,1
4948,mrae.mktg.stratus.com,1
4949,slipper116252.iaccess.za,1
4950,131.228.64.232,1
4951,lucky128.acns.nwu.edu,1
4952,204.174.222.94,1
4953,140.118.30.107,1
4954,van13382.direct.ca,1
4955,svcrppp38.epix.net,1
4956,158.147.155.22,1
4957,cc27.ethz.ch,1
4958,dialup517.washington.mci.net,1
4959,pctrng1.uoregon.edu,1
4960,ix-nyc8-12.ix.netcom.com,1
4961,192.207.74.239,1
4962,tty27.maze.ppp.uab.edu,1
4963,ad23-017.compuserve.com,1
4964,205.188.7.175,1
4965,137.166.16.141,1
4966,140.127.141.149,1
4967,199.199.168.68,1
4968,pc-mo145.derby.ac.uk,1
4969,marshrh.igrin.co.nz,1
4970,199.6.47.18,1
4971,fp5-ppp14.oslo.net,1
4972,194.166.7.11,1
4973,ostie.dialup.francenet.fr,1
4974,phouse.demon.co.uk,1
4975,barium.cinet.fcr.es,1
4976,199.45.83.57,1
4977,b69.ucs.usl.edu,1
4978,swift.compbio.caltech.edu,1
4979,koromiko.off.connect.com.au,1
4980,scoble.cais.com,1
4981,adelphi-gstallings.arl.mil,1
4982,dslip4.cc.utas.edu.au,1
4983,128.214.27.139,1
4984,hp14.ndhm.gtegsc.com,1
4985,ppp5.cyberport.com,1
4986,nashville-desk225.accessus.net,1
4987,204.34.22.101,1
4988,152.52.28.224,1
4989,ad12-067.compuserve.com,1
4990,151.110.11.147,1
4991,ts-h08-15-39.ucc.su.oz.au,1
4992,mbcmicro.demon.co.uk,1
4993,batu.ccs.neu.edu,1
4994,wcsub.ctstateu.edu,1
4995,engr25.engr.uark.edu,1
4996,159.111.32.28,1
4997,bsu-cs.bsu.edu,1
4998,u102.n118.queensu.ca,1
4999,lake-city-09.iea.com,1
5000,nnmac89.nn.argus.co.za,1
5001,206.40.79.120,1
5002,204.184.63.42,1
5003,193.141.111.211,1
5004,gwydion.cee.hw.ac.uk,1
5005,ruger-13.slip.uiuc.edu,1
5006,204.91.108.6,1
5007,mrc0071.pc.nus.sg,1
5008,slip-36-6.ots.utexas.edu,1
5009,147.147.35.186,1
5010,128.183.76.159,1
5011,193.74.2.10,1
5012,halley.execpc.com,1
5013,cs4-17.ior.com,1
5014,shc.actrix.gen.nz,1
5015,205.156.196.79,1
5016,uvspjr.gsfc.nasa.gov,1
5017,204.187.145.242,1
5018,emcb-pc-39.cc.utah.edu,1
5019,www.tbs.co.jp,1
5020,tonysiko.pic.net,1
5021,dialup-003.lit.intellinet.com,1
5022,193.132.114.249,1
5023,152.168.73.24,1
5024,adsl.demon.co.uk,1
5025,p53.online.edu,1
5026,202.49.164.19,1
5027,phys-006.rma.ac.be,1
5028,cardinal2.stanford.edu,1
5029,sw.connect.no,1
5030,cust34.max1.seattle.wa.ms.uu.net,1
5031,cdw_6937.dgtl.com,1
5032,slip_pc90.ulb.ac.be,1
5033,199.227.4.6,1
5034,205.164.5.81,1
5035,vs5bo1.bo.infn.it,1
5036,slip64-147.ny.us.ibm.net,1
5037,kris2.biosci.ohio-state.edu,1
5038,orltr005.orl.wec.com,1
5039,130.236.175.4,1
5040,156.23.146.81,1
5041,137.229.17.200,1
5042,ais1.assembly.ca.gov,1
5043,sgi03.wtb.tue.nl,1
5044,204.176.198.38,1
5045,babel.its.utas.edu.au,1
5046,portb26.chattanooga.net,1
5047,hermes.ae.ic.ac.uk,1
5048,141.225.47.118,1
5049,spaetzle.journalism.indiana.edu,1
5050,bonbon.sask.aecl.ca,1
5051,144.92.155.13,1
5052,158.185.38.99,1
5053,port2.pol.com,1
5054,bnewlin.provost.duke.edu,1
5055,dutsm113.stm.tudelft.nl,1
5056,t15.dialup.peg.apc.org,1
5057,200.10.239.185,1
5058,161.111.30.20,1
5059,198.60.22.136,1
5060,204.71.150.253,1
5061,199.174.134.6,1
5062,199.202.90.179,1
5063,net31.galileo.net,1
5064,pearl.itd.com,1
5065,wop3.wop.wtb.tue.nl,1
5066,line57.ppp.lrz-muenchen.de,1
5067,bigblue.als.lbl.gov,1
5068,lillian.iucf.indiana.edu,1
5069,tcf2.tcf.com,1
5070,kuts2p02.cc.ukans.edu,1
5071,vulcan.methaz.com,1
5072,vyger203.nando.net,1
5073,pwirth.pic.net,1
5074,cracked.egg.com,1
5075,swiftty.opr.siue.edu,1
5076,newcastle17.nbnet.nb.ca,1
5077,129.252.21.165,1
5078,ip48.herndon2.va.interramp.com,1
5079,165.21.5.72,1
5080,srv100a.sco.com,1
5081,199.14.11.100,1
5082,128.135.164.100,1
5083,193.232.89.32,1
5084,isdn6-99.dnai.com,1
5085,dialin8.mcn.org,1
5086,scofield.chinalake.navy.mil,1
5087,204.176.0.14,1
5088,ts3-54.upenn.edu,1
5089,net-1-198.eden.com,1
5090,ts8-3.westwood.ts.ucla.edu,1
5091,158.22.124.132,1
5092,137.154.40.231,1
5093,199.175.16.30,1
5094,slip7-218.fl.us.ibm.net,1
5095,batemant.nbnet.nb.ca,1
5096,tabacchi-mac.mac.cc.cmu.edu,1
5097,uiprpa.aae.uiuc.edu,1
5098,ruth.butler.edu,1
5099,e1a216.ade.enternet.com.au,1
5100,163.232.22.16,1
5101,137.213.194.46,1
5102,viancour.umbc.edu,1
5103,148.139.14.52,1
5104,205.151.62.30,1
5105,pc3.inforoute.risq.qc.ca,1
5106,swrl57.gina.slip.csu.net,1
5107,128.155.50.28,1
5108,166.82.197.59,1
5109,138.232.138.47,1
5110,ip176.san-francisco.ca.interramp.com,1
5111,pppd032.compuserve.com,1
5112,sn-fadi-pc.jsc.nasa.gov,1
5113,slip-408.netaxs.com,1
5114,clinet.fi,1
5115,128.148.42.177,1
5116,ccarter-pc.pittstate.edu,1
5117,203.8.94.116,1
5118,dyn-366.direct.ca,1
5119,adit15.u-strasbg.fr,1
5120,slsyd1p12.ozemail.com.au,1
5121,193.52.83.16,1
5122,yates.dungeon.com,1
5123,204.157.128.18,1
5124,130.181.18.213,1
5125,wfld-s8.intac.com,1
5126,slip-11.inno.org,1
5127,198.5.254.23,1
5128,141.211.7.157,1
5129,164.158.2.176,1
5130,137.158.66.60,1
5131,bac16-21.inre.asu.edu,1
5132,mecc3115.mecc.com,1
5133,horus.ecs.soton.ac.uk,1
5134,rl-c111.magill.unisa.edu.au,1
5135,192.109.2.19,1
5136,reulab1.physics.utoledo.edu,1
5137,199.44.6.198,1
5138,ip-pdx3-35.teleport.com,1
5139,3tsp22.calypso.com,1
5140,slipper124155.iaccess.za,1
5141,msp7-7.nas.mr.net,1
5142,graf15.jsc.nasa.gov,1
5143,129.215.180.216,1
5144,132.60.65.78,1
5145,150.234.95.48,1
5146,198.85.208.115,1
5147,mec0.mec.ohio.gov,1
5148,ix-sf10-25.ix.netcom.com,1
5149,mars.wvlc.wvnet.edu,1
5150,workmac.psychology.nottingham.ac.uk,1
5151,elaine17.stanford.edu,1
5152,ddrp129.aps1.anl.gov,1
5153,dial9.ecua.net.ec,1
5154,memphis.fef.com,1
5155,162.71.91.51,1
5156,veblen.acns.carleton.edu,1
5157,atnet3.atnet.co.at,1
5158,134.53.1.45,1
5159,dialup295.washington.mci.net,1
5160,asteroid.sc.hq.nasa.gov,1
5161,xdisp-lws-4.bouw.tno.nl,1
5162,willp.aztec.co.za,1
5163,cs126-13.u.washington.edu,1
5164,ix-gra2-15.ix.netcom.com,1
5165,pm1-43.ixc.net,1
5166,fizzics.demon.co.uk,1
5167,gsb-ppfleiderer.stanford.edu,1
5168,131.144.70.69,1
5169,ix-roc-mn1-20.ix.netcom.com,1
5170,129.5.128.1,1
5171,198.3.133.34,1
5172,204.137.243.142,1
5173,kilo.engr.mun.ca,1
5174,204.239.199.22,1
5175,199.234.151.85,1
5176,139.102.195.12,1
5177,eric.tap.nacamar.de,1
5178,dd11-087.compuserve.com,1
5179,204.251.17.132,1
5180,user90.interactive.net,1
5181,x2s5p9.dialin.iupui.edu,1
5182,seftref.itek.norut.no,1
5183,dial026.mbnet.mb.ca,1
5184,slip9.srce.hr,1
5185,pc032-23.nwscc.sea06.navy.mil,1
5186,ppp145.amaranth.com,1
5187,mnemosyne.cs.du.edu,1
5188,ottawa-ts-15.nstn.ca,1
5189,bthomson.actrix.gen.nz,1
5190,lcy-ip21.halcyon.com,1
5191,gxpc06.ast.cam.ac.uk,1
5192,dialup033.perth.dialix.com.au,1
5193,phantom.ae.msstate.edu,1
5194,206.30.32.2,1
5195,pma6.loop.com,1
5196,pc03-slip.ccs-stuw.deakin.edu.au,1
5197,dialup-11-b-158.gw.umn.edu,1
5198,subrvm.subr.edu,1
5199,149.142.212.142,1
5200,157.253.108.24,1
5201,193.136.137.1,1
5202,rhpc289.uio.no,1
5203,150.182.1.174,1
5204,two80.remote.mun.ca,1
5205,titan.sfasu.edu,1
5206,vax2.acs.jmu.edu,1
5207,202.32.4.10,1
5208,146.182.9.73,1
5209,134.148.140.249,1
5210,mac15.age.psu.edu,1
5211,guppy.arlut.utexas.edu,1
5212,ssec.ssec.wisc.edu,1
5213,ix-sea4-27.ix.netcom.com,1
5214,193.70.251.113,1
5215,198.69.67.39,1
5216,seiph-3.umds.ac.uk,1
5217,139.169.5.190,1
5218,137.229.130.52,1
5219,ix-lb6-05.ix.netcom.com,1
5220,cicum105.anorg.chemie.uni-muenchen.de,1
5221,a.oddk.mbag.str.daimler-benz.com,1
5222,ix-dfw13-01.ix.netcom.com,1
5223,xdial1-slip18.shsu.edu,1
5224,205.138.138.38,1
5225,141.212.197.161,1
5226,140.229.32.6,1
5227,ip-longv1-12.teleport.com,1
5228,tippetts-g.remote.dsto.gov.au,1
5229,cust62.max2.seattle.wa.ms.uu.net,1
5230,dd17-070.compuserve.com,1
5231,dub.portola.com,1
5232,lionet.wesley.oz.au,1
5233,147.140.160.101,1
5234,vax0.gram.edu,1
5235,adrienl.npt.nuwc.navy.mil,1
5236,ns.dresser.com,1
5237,148.129.104.108,1
5238,epc85.lib.uh.edu,1
5239,128.146.4.76,1
5240,131.247.170.95,1
5241,205.219.116.2,1
5242,192.244.178.157,1
5243,142.165.5.103,1
5244,j8.ptl4.jaring.my,1
5245,bmatres1.surgery.emory.edu,1
5246,198.189.70.5,1
5247,130.209.176.240,1
5248,130.251.19.133,1
5249,193.78.121.10,1
5250,ppp01-20.net.uoguelph.ca,1
5251,xtalv.reno.nv.us,1
5252,ganymede.cnrs-orleans.fr,1
5253,juno.faslab.com,1
5254,ppp-dial12.wchat.on.ca,1
5255,152.74.36.12,1
5256,whonig.psychology.dal.ca,1
5257,166.37.80.116,1
5258,198.232.143.171,1
5259,fred.debartolo.nd.edu,1
5260,machine64.lerc.nasa.gov,1
5261,204.19.177.22,1
5262,ix-atl12-07.ix.netcom.com,1
5263,viriled.tiac.net,1
5264,160.205.82.8,1
5265,gaia.royalroads.ca,1
5266,ppp311.po.iijnet.or.jp,1
5267,ip5.philadelphia.pa.interramp.com,1
5268,remote1-p12.ume.maine.edu,1
5269,ad05-080.compuserve.com,1
5270,134.124.130.58,1
5271,maerz.mb2.tu-chemnitz.de,1
5272,137.159.210.237,1
5273,sanantonio-1-11.i-link.net,1
5274,ppp60222.husker.net,1
5275,x65-123.co.net,1
5276,192.147.249.86,1
5277,jkharris.mindspring.com,1
5278,wh104001.websteruniv.edu,1
5279,159.142.101.204,1
5280,192.41.104.206,1
5281,abpc286.cle.ab.com,1
5282,192.245.100.73,1
5283,ibppp10.ib.be,1
5284,mel-du4-15.opennet.net.au,1
5285,godzilla10.pixi.com,1
5286,ad18-036.compuserve.com,1
5287,194.25.2.51,1
5288,berkeley.faslab.com,1
5289,comport1.comport.com,1
5290,cn11.ppp.synergy.net,1
5291,fastmac.nosc.mil,1
5292,204.149.93.161,1
5293,cvaugh1.cais.com,1
5294,131.107.2.108,1
5295,134.180.101.189,1
5296,kevf07.troja.mff.cuni.cz,1
5297,155.212.90.185,1
5298,198.185.1.55,1
5299,141.102.32.85,1
5300,131.175.14.104,1
5301,ohlines.demon.co.uk,1
5302,femlab3.mit.edu,1
5303,ttyre.tyrell.net,1
5304,l23jb.jsc.nasa.gov,1
5305,hiz.wustl.edu,1
5306,msdos.sccsi.com,1
5307,scooter-ppp-b9.neosoft.com,1
5308,amcginn.ncir.ie,1
5309,wyman.lanl.gov,1
5310,elbow-beach.rns.com,1
5311,128.134.73.114,1
5312,193.45.68.70,1
5313,wilbur.atc.ll.mit.edu,1
5314,deck_machine13.wmc.car.md.us,1
5315,pbjj.vegag.is,1
5316,ganca128.vol.it,1
5317,pv7024.vincent.iastate.edu,1
5318,193.45.240.7,1
5319,lan2.molonc.mcgill.ca,1
5320,fcepollina.gsfc.nasa.gov,1
5321,anp7.intercon.net,1
5322,sclvpd.ug.eds.com,1
5323,fritz.f1ms.dbag.str.daimler-benz.com,1
5324,vis2mac.me.ic.ac.uk,1
5325,verbum05.spin.com.mx,1
5326,slip37-69.il.us.ibm.net,1
5327,pulaski.osmre.gov,1
5328,slip7-10.fl.us.ibm.net,1
5329,131.235.162.106,1
5330,131.115.119.240,1
5331,n30018-125hlb.unity.ncsu.edu,1
5332,140.175.21.190,1
5333,pc2.salo.fi,1
5334,204.178.77.18,1
5335,sprite233.azstarnet.com,1
5336,dial-cup1-2.iway.aimnet.com,1
5337,199.1.198.6,1
5338,199.232.39.165,1
5339,maia.usno.navy.mil,1
5340,168.120.3.79,1
5341,ix-dfw12-02.ix.netcom.com,1
5342,pc88.qrc.com,1
5343,sl03.tde.com,1
5344,h96-153.ccnet.com,1
5345,128.126.56.12,1
5346,199.234.151.65,1
5347,net-1-151.eden.com,1
5348,158.52.45.42,1
5349,ppp27.francenet.fr,1
5350,ad09-038.compuserve.com,1
5351,p12hu.ess.harris.com,1
5352,x187-54.neuro.umn.edu,1
5353,slip26.vaxxine.com,1
5354,131.123.101.205,1
5355,slip168-208.sy.au.ibm.net,1
5356,wc66.writer.yorku.ca,1
5357,modem3.cedarville.edu,1
5358,133.27.221.128,1
5359,203.251.128.159,1
5360,mfg11.avionics.itt.com,1
5361,drabed.demon.co.uk,1
5362,192.36.37.182,1
5363,napa.lut.fi,1
5364,mnrc-10.fi.edu,1
5365,flounder.atcorp.com,1
5366,campus.her.itesm.mx,1
5367,204.138.95.113,1
5368,faline.roses.rockwell.com,1
5369,lia-a4.ip.realtime.net,1
5370,ip816.hk.linkage.net,1
5371,kh541-pm1.unomaha.edu,1
5372,ts6-16.westwood.ts.ucla.edu,1
5373,am.ucsc.edu,1
5374,139.169.122.234,1
5375,kappa.db.erau.edu,1
5376,tbsa-gw.starway.net.au,1
5377,134.80.40.2,1
5378,204.120.229.60,1
5379,199.73.130.64,1
5380,symons-83.umd.edu,1
5381,mrs2_pc0.sunnybrook.utoronto.ca,1
5382,eden.dra.hmg.gb,1
5383,axm.aef.dtu.dk,1
5384,147.43.31.101,1
5385,ix-dfw12-28.ix.netcom.com,1
5386,198.49.157.99,1
5387,wzsc-jamespr.telkom.co.za,1
5388,ppp2.lanminds.com,1
5389,www-proxy.nctech.fr,1
5390,dialup-6.melbpc.org.au,1
5391,slip164-70.on.ca.ibm.net,1
5392,alba.scotnet.co.uk,1
5393,128.175.61.63,1
5394,pnagarwa.b30.ingr.com,1
5395,f181-119.net.wisc.edu,1
5396,192.126.27.47,1
5397,sleep.slip.cs.cmu.edu,1
5398,170.110.200.105,1
5399,dial-08.win.net,1
5400,151.155.220.197,1
5401,sbulkan.async.csuohio.edu,1
5402,205.150.250.203,1
5403,164.86.21.152,1
5404,peu-053.do.eunet.de,1
5405,wdinaso.dialup.cloud9.net,1
5406,box555.labs.cis.pitt.edu,1
5407,193.51.107.20,1
5408,hlbpc6.ele.kth.se,1
5409,dept47.cnt.depaul.edu,1
5410,204.157.201.139,1
5411,200.9.177.127,1
5412,pc76.acrs-grise.wku.edu,1
5413,204.255.136.176,1
5414,epa152.hannover.geco-prakla.slb.com,1
5415,rhammock.gmd.trw.com,1
5416,xyp500p20.ltec.net,1
5417,ix-val-ca1-22.ix.netcom.com,1
5418,poolpc09.statistik.uni-mannheim.de,1
5419,k720.civeng.strath.ac.uk,1
5420,204.120.34.48,1
5421,128.146.214.25,1
5422,134.45.15.203,1
5423,d4.success.net,1
5424,ergolab-2.ise.vt.edu,1
5425,treasure-d239.sierra.net,1
5426,u66069138.iar.nrc.ca,1
5427,192.88.242.174,1
5428,ppp091.free.org,1
5429,204.181.160.88,1
5430,140.142.4.67,1
5431,sta_g2.calstatela.edu,1
5432,dial197159.wbm.ca,1
5433,outland.cyberwar.com,1
5434,sashimi.wwa.com,1
5435,k-03.das.mcgill.ca,1
5436,pool75.maple.net,1
5437,str.dialup.access.net,1
5438,training-mac18.caltech.edu,1
5439,user.139.119.dcccd.edu,1
5440,acc00181.slip.digex.net,1
5441,rtp.vip.best.com,1
5442,habermac.ple.af.mil,1
5443,128.158.58.13,1
5444,dialup287.losangeles.mci.net,1
5445,dmoede.cfo.hq.nasa.gov,1
5446,qhearts.gsfc.nasa.gov,1
5447,139.169.219.79,1
5448,137.132.152.222,1
5449,swrl21.gina.slip.csu.net,1
5450,violin-08.synapse.net,1
5451,rta.u-net.com,1
5452,async49.ts-p-caps.caps.maine.edu,1
5453,193.112.16.69,1
5454,dyn102.hacom.nl,1
5455,ip-pdx3-06.teleport.com,1
5456,pc49.ben-fh.tuwien.ac.at,1
5457,guava.net.com,1
5458,bird1.i-link.net,1
5459,ix-pit3-14.ix.netcom.com,1
5460,193.207.66.62,1
5461,fwall-out.asmusa.org,1
5462,teleport3.shani.co.il,1
5463,mblau.gsfc.nasa.gov,1
5464,132.183.60.83,1
